bhk,price,price_fmt,locality,developer,project,area_sqft,possession,nearest_railway,nearest_hospital,nearest_market,city
1,2000000,20 Lac,Panvel,Monarch Properties,Krishna Park which is a 15 years old construction,365.0,ready to move,Khandeshwar Railway Station,Ashtavinayak Hospital,Miraj Cinema,Navi Mumbai
1,3800000,38 Lac,Kharghar,Paradise Group,,518.0,ready to move,Pethpada Metro Station|5 minutes,Trudiagno,Glomax Mall,Navi Mumbai
2,6200000,62 Lac,Ulwe,Advance Groups,Ulwe is available for purchase at price of ₹62 Lac,,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
1,5500000,55 Lac,Kharghar,Rushi Construction,,482.0,ready to move,Pethpada Metro Station|5 minutes,VAMC Hospital,More Super Market,Navi Mumbai
1,2500000,25 Lac,Navade,Shree Hari Groups,,310.0,ready to move,,,,Navi Mumbai
2,9000000,90 Lac,Sector 5 Ulwe,Mangalmurti Developers,Vaishnovi Heights,792.0,ready to move,,,,Navi Mumbai
1,6600000,66 Lac,Ghansoli,SK Builders,,,ready to move,Ghansoli Railway Station,Sadguru Hospital,Star Market,Navi Mumbai
2,14600000,1.46 Cr,Kharghar,Goodwill Construction,Kharghar,901.0,ready to move,Pethpada Metro Station|5 minutes,Dolphin Hospital,More Super Market,Navi Mumbai
1,5040000,50.4 Lac,Panvel,Marathon Realty Pvt. Ltd.,,,dec '29,"Shree Saibaba Mandir, Nr.Panvel Railway Station.",Panacea Hospital,Ambeka Minimarket,Navi Mumbai
1,5500000,55 Lac,Sector 18 Ulwe,Sankalp Group,Sector 18 Ulwe,,ready to move,,,,Navi Mumbai
2,18500000,1.85 Cr,Nerul,Bhagwati Group,,,ready to move,,Shushrusha Heart Care Center & Multi Speciality Hospital,Bluestone Seawoods Grand Central Mall,Navi Mumbai
4,85000000,8.50 Cr,Nerul,Maithili Group,Emerald Bay which is a 12 years old construction,,ready to move,,Terna Speciality Hospital & Research Centre,Bluestone Seawoods Grand Central Mall,Navi Mumbai
2,10000000,1 Cr,Ulwe,Progressive Group,,,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
4,80000000,8 Cr,Nerul,Maithili Group,,,ready to move,,Terna Speciality Hospital & Research Centre,Jewel of Navi Mumbai,Navi Mumbai
2,14500000,1.45 Cr,Sanpada,Goodwill Developers,Sanpada is available for purchase at price of ₹1,,,Sanpada Railway Station,MPCT Hospital,D-Mart Juinagar,Navi Mumbai
1,3750000,37.5 Lac,Karanjade,Sankalp Realty,,,,,,,Navi Mumbai
2,12600000,1.26 Cr,Kharghar,Bhagwati Group,Bhagwati Greens 3 which is a 9 years old construction,,,Pethpada Metro Station|5 minutes,Sri Satya Sai Sanjeevani Hospital,Little World Mall,Navi Mumbai
2,13500000,1.35 Cr,Kharghar,Bhagwati Group,,,ready to move,Pethpada Metro Station|5 minutes,Medicity Hospital,Zudio,Navi Mumbai
1,6300000,63 Lac,Sanpada,Shree Developers,Sanpada is available at the price of ₹63 Lac,324.0,ready to move,Sanpada Railway Station,MPCT Hospital,D-Mart Juinagar,Navi Mumbai
1,5500000,55 Lac,Roadpali,Proviso Group,,526.0,,,,,Navi Mumbai
3,13500000,1.35 Cr,Kharghar,Adhiraj Constructions Pvt. Ltd.,,1224.0,,Pethpada Metro Station|5 minutes,Kharghar Medicity Hospital,Glomax Mall,Navi Mumbai
1,4500000,45 Lac,324 sqft,Cidco,,,ready to move,,,,Navi Mumbai
2,10000000,1 Cr,Kopar Khairane,Cooperative Group Housing Society,,540.0,ready to move,Kopar Khairane Railway Station,Dr Alayan Multispeciality Hospital,DMart,Navi Mumbai
2,21000000,2.10 Cr,Sanpada,Satyam Developers,,648.0,ready to move,Juinagar Railway Station,MPCT Hospital,Best Event Organiser In Navi Mumbai : Ask The Event Associates,Navi Mumbai
2,6500000,65 Lac,Taloja,Arihant Superstructures Ltd,,,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
3,16000000,1.60 Cr,Kharghar,Kesar Group,Kharghar is available at the price of ₹1,,ready to move,Pethpada Metro Station|5 minutes,Kharghar Medicity Hospital,Little World Mall,Navi Mumbai
2,9000000,90 Lac,Palaspe Phata,Marathon Realty Pvt. Ltd.,,,ready to move,,New City Hospital,,Navi Mumbai
2,11000000,1.10 Cr,Kharghar,Haware Engineers & Builders Pvt Ltd,,,ready to move,Pethpada Metro Station|5 minutes,Sri Satya Sai Sanjeevani Hospital,Little World Mall,Navi Mumbai
1,4500000,45 Lac,Dronagiri,Ganesha Construction,,410.0,ready to move,,,Glomax Shopping Center,Navi Mumbai
2,4100000,41 Lac,Rasayani,Akshar Developers,,500.0,ready to move,Rasayani Train Station,,The Seawoods Mall,Navi Mumbai
3,29900000,2.99 Cr,Ghansoli,Atlantis,,,ready to move,Ghansoli Railway Station,Lakshmi Multi Speciality Hospital,Star Market,Navi Mumbai
3,13500000,1.35 Cr,Taloja,Gami Group,,,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,6500000,65 Lac,Panvel,Marathon Realty Pvt. Ltd.,a well-connected area of Panvel,590.0,ready to move,"Shree Saibaba Mandir, Nr.Panvel Railway Station.",Shreyas Multi-Speciality Hospital,Acwe Mall (Best Buy),Navi Mumbai
2,6200000,62 Lac,Panvel,Marathon Realty Pvt. Ltd.,,587.0,ready to move,Mansarovar Railway Station,Shreyas Multi-Speciality Hospital,Little World,Navi Mumbai
2,12000000,1.20 Cr,Sector 6 Kamothe,Tharwani Construction Pvt. Ltd.,,,ready to move,,,,Navi Mumbai
1,5000000,50 Lac,Panvel,Indiabulls Greens,Panvel is available for purchase at price of ₹50 Lac,,ready to move,Panvel Railway Station,Shreyas Multi-Speciality Hospital,Acwe Mall (Best Buy),Navi Mumbai
2,8700000,87 Lac,Dronagiri,Kamdhenu Realities,,,ready to move,,,Glomax Shopping Center,Navi Mumbai
2,8500000,85 Lac,846 sqft,Vishwa Green Realtors Pvt. Ltd.,Sector 23 Ulwe is available at the price of ₹85 Lac,,ready to move,,,,Navi Mumbai
2,4500000,45 Lac,Panvel,Indiabulls Greens,,583.0,,Kalamboli Railway Station,Shreyas Multi-Speciality Hospital,Orion Mall,Navi Mumbai
2,6000000,60 Lac,Panvel,Indiabulls Greens,,,ready to move,Kalamboli Railway Station,Prachin Healthcare Multi-speciality Hospital,Mahalaxmi Mall,Navi Mumbai
3,45000000,4.50 Cr,Seawoods,Cidco,Seawoods,1584.0,ready to move,"Trends - Seawoods Grand Central Mall , Sector - 40 , Seawoods Railway Station.",Neuron and Nexus Care,BB-NAVI MUMBAI-SEAWOOD,Navi Mumbai
2,15000000,1.50 Cr,Ghansoli,Chamunda Infrastructure Pvt. Ltd.,,821.0,ready to move,Ghansoli Railway Station,Lakshmi Hospital,DMart,Navi Mumbai
2,10500000,1.05 Cr,Ghansoli,Krishna Developers,,817.0,ready to move,Ghansoli Railway Station,Aviva Hospital,DMart,Navi Mumbai
1,2950000,29.5 Lac,Kharghar,Cidco,,223.0,ready to move,Pethpada Metro Station|5 minutes,Nimisha Superspeciality Hospital,Prime Mall,Navi Mumbai
3,14000000,1.40 Cr,Kamothe,Pratik Group Of Companies,,941.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
2,9900000,99 Lac,Sector 20 Kharghar,Haware Engineers & Builders Pvt Ltd,,,ready to move,,Rajgobind Nursing Home,,Navi Mumbai
1,9500000,95 Lac,Ghansoli,Tulsi Constructions,,457.0,ready to move,Ghansoli Railway Station,Lakshmi Hospital,DMart,Navi Mumbai
3,16800000,1.68 Cr,Sector 35G Kharghar,MAHAVIR DEVELOPERS,Mahavir Heritage,1026.0,ready to move,,,,Navi Mumbai
2,9500000,95 Lac,806 sqft,Vintage Enterprises,a well-connected area of Sector 35E-Kharghar,,ready to move,,,,Navi Mumbai
2,9500000,95 Lac,Roadpali,Platinum Group Builders,,932.0,ready to move,,,,Navi Mumbai
4,23000000,2.30 Cr,Roadpali,Platinum Group Builders,,1282.0,ready to move,,,,Navi Mumbai
3,17000000,1.70 Cr,Roadpali,Platinum Group Builders,,,ready to move,,,,Navi Mumbai
2,4900000,49 Lac,New Panvel,Radhey Properties Builders,,637.0,ready to move,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
1,5300000,53 Lac,Ulwe,Brij Bhoomi Builders,Ulwe,486.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
2,8200000,82 Lac,New Panvel,Vishesh Group,New Panvel is available at the price of ₹82 Lac,,ready to move,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
1,5500000,55 Lac,Kamothe,Radhe Krishna Builders,,450.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
3,11000000,1.10 Cr,Kharghar,Anmol Developers,,1135.0,ready to move,Pethpada Metro Station|5 minutes,Rajgobind Nursing Home,Prime Mall,Navi Mumbai
2,12500000,1.25 Cr,Ghansoli,Krishna Developers,,936.0,ready to move,Ghansoli Railway Station,Divine Multispeciality Hospital,Star Market,Navi Mumbai
3,16500000,1.65 Cr,Airoli,Ajantha Constructions,a well-connected area of Airoli,829.0,ready to move,Airoli Metro Station|5 minutes,Mody Hospital,Ripplez Mall,Navi Mumbai
1,3900000,39 Lac,Taloja,Kamdhenu Realties,,,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,7000000,70 Lac,Kalamboli,Neelsidhi Group,,,ready to move,Kalamboli Railway Station,,Ambeka Minimarket,Navi Mumbai
2,8500000,85 Lac,Roadpali,Shree Shagun Developers,,777.0,ready to move,,,,Navi Mumbai
2,7200000,72 Lac,Kalamboli,Neelsidhi Group,Kalamboli,710.0,ready to move,Kalamboli Railway Station,,Ambeka Minimarket,Navi Mumbai
4,24000000,2.40 Cr,Panvel,Paradise Group,Paradise Sai World City which is a 10 years old construction,,,Panvel Junction,Shreyas Multi-Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
2,3500000,35 Lac,Taloja,Arihant Superstructures Ltd.,,612.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,6700000,67 Lac,Kharghar,Lord Balaji,,720.0,ready to move,Pethpada Metro Station|5 minutes,Medicity Hospital,Zudio,Navi Mumbai
2,7100000,71 Lac,New Panvel,Godrej Properties,,,,Khandeshwar Railway Station,,Little World,Navi Mumbai
2,12000000,1.20 Cr,Ghansoli,Dhiren Vora Builders,Ghansoli is available at the price of ₹1,,ready to move,Ghansoli Railway Station,Divine Multispeciality Hospital,DMart,Navi Mumbai
2,9000000,90 Lac,Ulwe,Bilad Builders and Developers,,742.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
3,39000000,3.90 Cr,Nerul,Akshar Group,,1519.0,ready to move,,Shushrusha Heart Care Center & Multi Speciality Hospital,Bluestone Seawoods Grand Central Mall,Navi Mumbai
1,3980000,39.8 Lac,Ulwe,Advance Home Makers Group,,,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
2,17000000,1.70 Cr,CBD Belapur,Mayuresh,CBD Belapur is available for purchase at price of ₹1,,ready to move,C.B.D Belapur Railway Station (East),Apollo Hospitals,Ekta Vihar Shopping Centre,Navi Mumbai
1,8500000,85 Lac,Kopar Khairane,Cooperative Group Housing Society,a well-connected area of Kopar Khairane,446.0,ready to move,Kopar Khairane Railway Station,Tasneem Hospital,DMart,Navi Mumbai
1,3200000,32 Lac,Panvel,Milan Developers & Builders Pvt. Ltd.,,428.0,ready to move,Khandeshwar Railway Station,Shreyas Multi-Speciality Hospital,Ambeka Minimarket,Navi Mumbai
2,6400000,64 Lac,Roadpali,Cooperative Group Housing Society,Roadpali,688.0,ready to move,,,,Navi Mumbai
1,6200000,62 Lac,Airoli,Cooperative Group Housing Society,,,ready to move,Airoli Metro Station|5 minutes,Mody Hospital,DMart Ready,Navi Mumbai
2,6200000,62 Lac,Kharghar,Cooperative Group Housing Society,,511.0,ready to move,Pethpada Metro Station,Ariella Hospital,Zudio,Navi Mumbai
1,6000000,60 Lac,Kharghar,Gajra Developers Ltd,,,ready to move,Pethpada Metro Station|5 minutes,Om Navjeevan Hospital,Little World Mall,Navi Mumbai
2,6700000,67 Lac,Ulwe,Shree Balaji Developers,Ulwe is available for purchase at price of ₹67 Lac,756.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
2,8500000,85 Lac,Kharghar,Bhumiraj Group,Kharghar,534.0,ready to move,Pethpada Metro Station|5 minutes,VAMC Hospital,More Super Market,Navi Mumbai
2,5200000,52 Lac,Panvel,Proviso Group,Sai Proviso County which is a 11 years old construction,,ready to move,Kalamboli Railway Station,Prachin Healthcare Multi-speciality Hospital,Mahalaxmi Mall,Navi Mumbai
2,10000000,1 Cr,Kharghar,Arihant Construction,,948.0,ready to move,Pethpada Metro Station|5 minutes,Dolphin Hospital,Glomax Mall,Navi Mumbai
1,6850000,68.5 Lac,Kharghar,Neelsiddhi Developers,Kharghar is available at the price of ₹68,436.0,ready to move,Pethpada Metro Station|5 minutes,Medicity Hospital,Little World Mall,Navi Mumbai
1,10000000,1 Cr,Sanpada,Square Homes,,,ready to move,Juinagar Railway Station,MPCT Hospital,Best Event Organiser In Navi Mumbai : Ask The Event Associates,Navi Mumbai
2,9500000,95 Lac,Airoli,Haware Group,,504.0,ready to move,Airoli Metro Station|5 minutes,Homeopathic Upchar Kendra,Siddhivinayak Shopping Complex,Navi Mumbai
1,5800000,58 Lac,Kharghar,Shree sai developers,,,ready to move,Pethpada Metro Station|5 minutes,Rajgobind Nursing Home,Little World Mall,Navi Mumbai
2,11500000,1.15 Cr,Kharghar,Shelter Builders & Developers,,850.0,ready to move,Pethpada Metro Station|5 minutes,Rajgobind Nursing Home,Zudio,Navi Mumbai
2,8000000,80 Lac,Kamothe,EV Group,,720.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
1,2400000,24 Lac,Panvel,Dev Builders & Developers,,407.0,ready to move,Mansarovar Railway Station,Ashtavinayak Hospital,Acwe Mall (Best Buy),Navi Mumbai
2,7000000,70 Lac,Karanjade,Sai Enterprises,,806.0,ready to move,,,,Navi Mumbai
2,21000000,2.10 Cr,Nerul,Majestic Developers,,808.0,ready to move,,Shushrusha Heart Care Center & Multi Speciality Hospital,Bluestone Seawoods Grand Central Mall,Navi Mumbai
2,8500000,85 Lac,Ulwe,PARADISE GROUP BUILDERS & DEVELOPERS,,774.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
3,16500000,1.65 Cr,Ulwe,Progressive Group,Ulwe,1062.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
1,7200000,72 Lac,Ghansoli,Mangalmurti Group,,464.0,ready to move,Ghansoli Railway Station,Lakshmi Hospital,DMart,Navi Mumbai
2,10500000,1.05 Cr,Panvel,Godrej Properties,Panvel is available for purchase at price of ₹1,,ready to move,Panvel Junction,New City Hospital,Orion Mall,Navi Mumbai
2,20000000,2 Cr,Sanpada,Cooperative Group Housing Society,Sanpada,864.0,ready to move,Sanpada Railway Station,MPCT Hospital,Best Event Organiser In Navi Mumbai : Ask The Event Associates,Navi Mumbai
2,8000000,80 Lac,Panvel,Godrej Properties,,720.0,ready to move,Panvel Junction,New City Hospital,Orion Mall,Navi Mumbai
1,2300000,23 Lac,Taloja,VUB Group,Taloja,460.0,ready to move,Metro Station Taloja|7 minutes,Ayesha Hospital,,Navi Mumbai
2,11200000,1.12 Cr,Ghansoli,Sai Developers,Ghansoli,817.0,ready to move,Ghansoli Railway Station,Lakshmi Multi Speciality Hospital,Star Market,Navi Mumbai
2,6500000,65 Lac,total 756 sqft,Sai Developer,Kharghar is available at the price of ₹65 Lac,,ready to move,Pethpada Metro Station|5 minutes,VAMC Hospital,Zudio,Navi Mumbai
1,2900000,29 Lac,Panvel,C.J. Group,,455.0,ready to move,Mansarovar Railway Station,Shreyas Multi-Speciality Hospital,"Orion Mall,",Navi Mumbai
1,4350000,43.5 Lac,Ulwe,Ami Housing & Developers Pvt. Ltd.,,450.0,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
2,7500000,75 Lac,Kharghar,SUPREME CONSTRUCTION and DEVELOPERS PVT. LTD.,Clan City which is a 18 years old construction,756.0,,Pethpada Metro Station|5 minutes,Aayush Hospital,Little World Mall,Navi Mumbai
1,3000000,30 Lac,Kharghar,Haware Engineers & Builders Pvt Ltd,,,ready to move,Pethpada Metro Station|5 minutes,Om Navjeevan Hospital,Little World Mall,Navi Mumbai
2,16800000,1.68 Cr,Sanpada,Satyam Developers,,,ready to move,Sanpada Railway Station,MPCT Hospital,Best Event Organiser In Navi Mumbai : Ask The Event Associates,Navi Mumbai
4,72500000,7.25 Cr,Nerul,Maithili Group,Nerul is available at the price of ₹7,,ready to move,,Terna Speciality Hospital & Research Centre,Jewel of Navi Mumbai,Navi Mumbai
1,4550000,45.5 Lac,Panvel,Jindal Builder,Panvel is available at the price of ₹45,,ready to move,Khandeshwar Railway Station,Ashtavinayak Hospital,Mahalaxmi Mall,Navi Mumbai
2,14200000,1.42 Cr,Sanpada,Goodwill Developers,,,,Sanpada Railway Station,MPCT Hospital,D-Mart Juinagar,Navi Mumbai
1,4863500,48.6 Lac,New Panvel,Millennium Group,,,,Khandeshwar Railway Station,,Apna Cinema,Navi Mumbai
1,6000000,60 Lac,Sector 8 Ulwe,Balaji Group,,,,,,,Navi Mumbai
2,8900000,89 Lac,Ulwe,Balaji Group,a well-connected area of Ulwe,,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,4057000,40.6 Lac,Karanjade,Sankalp Realty,Karanjade is available for purchase at price of ₹40,,,,,,Navi Mumbai
1,5400000,54 Lac,Roadpali,Proviso Group,Roadpali is available at the price of ₹54 Lac,,,,,,Navi Mumbai
2,14000000,1.40 Cr,Sector 23 Kharghar,Bhagwati Group,a well-connected area of Sector 23 Kharghar,,,,Ariella Hospital,,Navi Mumbai
2,5500000,55 Lac,Ulwe,Ganesha Construction,a well-connected area of Ulwe,,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
2,11276500,1.12 Cr,Ulwe,Balaji Group,a well-connected area of Ulwe,,ready to move,Bamandongri Railway Station,Balaji Hospital,,Navi Mumbai
1,9000000,90 Lac,Kopar Khairane,Cooperative Group Housing Society,,,ready to move,Kopar Khairane Railway Station,Dr Alayan Multispeciality Hospital,DMart,Navi Mumbai
1,6200000,62 Lac,Kamothe,Tharwani Construction Pvt. Ltd.,Tharwani Residency which is a 16 years old construction,,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
2,9000000,90 Lac,Roadpali,Proviso Group,,749.0,ready to move,,,,Navi Mumbai
1,8000000,80 Lac,CBD Belapur,Shree Sawan Builders,,490.0,ready to move,C.B.D Belapur Railway Station (East),Apollo Hospitals,Kalpataru Shopping Complex,Navi Mumbai
1,3300000,33 Lac,Kharghar,Cooperative Group Housing Society,,,ready to move,Pethpada Metro Station|5 minutes,Medicity Hospital,More Super Market,Navi Mumbai
2,7850000,78.5 Lac,Sector 11 Kharghar,Cooperative Group Housing Society,a well-connected area of Sector 11 Kharghar,537.0,ready to move,,,,Navi Mumbai
3,82000000,8.20 Cr,Sector 50 Seawoods,Cidco,,,ready to move,,,,Navi Mumbai
2,9000000,90 Lac,Kopar Khairane,Cooperative Group Housing Society,Kopar Khairane,634.0,ready to move,Koparkhairane Railway Station,Tasneem Hospital,DMart,Navi Mumbai
2,7500000,75 Lac,Sector 19 Kharghar,Anmol Developers,,,ready to move,,,,Navi Mumbai
1,5000000,50 Lac,Kharghar,Cooperative Group Housing Society,Tulip Plaza Chs,,ready to move,Pethpada Metro Station,VAMC Hospital,Glomax Mall,Navi Mumbai
2,5500000,55 Lac,Ghotkamp Koyana Vele,Qualitas Naman Group,,611.0,ready to move,,,,Navi Mumbai
2,20000000,2 Cr,Airoli,Cooperative Group Housing Society,,,ready to move,Airoli Metro Station|5 minutes,Sai Multispeciality Hospital,Ripplez Mall,Navi Mumbai
2,8900000,89 Lac,Panvel,Marathon Realty Pvt. Ltd.,,590.0,ready to move,Kalamboli Railway Station,Prachin Healthcare Multi-speciality Hospital,Satya Siddhi Market,Navi Mumbai
1,3500000,35 Lac,Taloja Phase 2,Cooperative Group Housing Society,,321.0,ready to move,,,,Navi Mumbai
1,5200000,52 Lac,Karanjade,Universal Developers,,,ready to move,,,,Navi Mumbai
1,13500000,1.35 Cr,Airoli,Mahavir Builders,,,ready to move,Airoli Metro Station|5 minutes,Kiddies Hospital,Ripplez Mall,Navi Mumbai
2,6200000,62 Lac,Taloja,Mahaavir Universal Homes Pvt. Ltd.,,495.0,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
1,3500000,35 Lac,New Panvel,GrowHomes,,440.0,ready to move,Khandeshwar Railway Station,,Little World,Navi Mumbai
3,25500000,2.55 Cr,Ghansoli,Gami Group,,834.0,ready to move,Ghansoli Railway Station,Divine Multispeciality Hospital,Star Market,Navi Mumbai
3,12500000,1.25 Cr,Roadpali,Neelsidhi,a well-connected area of Roadpali,,ready to move,,,,Navi Mumbai
1,5000000,50 Lac,Taloja,SiddhiVinayak Homes,,,ready to move,Metro Station Taloja|5 minutes,Ayesha Hospital,,Navi Mumbai
2,4000000,40 Lac,Panvel,Radhey Properties Builders,,,ready to move,Kalamboli Railway Station,New City Hospital,K Mall,Navi Mumbai
3,11000000,1.10 Cr,Panvel,Indiabulls Greens,,1228.0,ready to move,Panvel Railway Station,Prachin Healthcare Multi-speciality Hospital,Ambeka Minimarket,Navi Mumbai
2,5460000,54.6 Lac,Ulwe,Serene Lifespaces,,,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
2,22500000,2.25 Cr,Ulwe,Platinum Group,,,ready to move,Gavhan Phata,Balaji Hospital,,Navi Mumbai
1,4300000,43 Lac,Taloja Phase 1,Panchanand Enterprises,Panchnand Heights which is a 16 years old construction,,ready to move,,,,Navi Mumbai
1,5300000,53 Lac,Kamothe,Shree Laxmi Developers,,472.0,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
1,8000000,80 Lac,Ghansoli,Shree Vaishnavi Estates Consultant and Developers,,482.0,ready to move,Ghansoli Railway Station,Lakshmi Multi Speciality Hospital,Star Market,Navi Mumbai
1,4600000,46 Lac,Kharghar,Navkaar Builder & Developers,Kharghar is available for purchase at price of ₹46 Lac,,ready to move,Pethpada Metro Station|5 minutes,Kharghar Medicity Hospital,Zudio,Navi Mumbai
3,10500000,1.05 Cr,Kamothe,Sai Prasad Enterprises,,,ready to move,,B&J Super Speciality Hospital,Mahalaxmi Mall,Navi Mumbai
2,9900000,99 Lac,Ulwe,Dudhe Brothers,,853.0,ready to move,Kharkopar Railway Station,Balaji Hospital,,Navi Mumbai
1,8600000,86 Lac,Airoli,Raheja Developers Ltd.,Airoli is available at the price of ₹86 Lac,454.0,ready to move,Airoli Metro Station|5 minutes,Kiddies Hospital,DMart Ready,Navi Mumbai
